2017-18 Enrollment By Race/Gender Report (School) ,,,,,,,,,,
School Name,School Code,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Waltham - John F Kennedy Middle,03080404,  10.7,   5.3,  28.7,  53.9,   0.0,   0.0,   1.4,  51.4,  48.6
Waltham - John W. McDevitt Middle School,03080415,   8.9,   3.6,  45.6,  39.6,   0.0,   0.2,   2.1,  49.4,  50.6
Waltham - Northeast Elementary School,03080040,  12.0,  11.1,  27.8,  46.5,   0.3,   0.0,   2.2,  52.8,  47.2
Waltham - Thomas R Plympton Elementary School,03080050,  11.6,   4.5,  42.2,  39.3,   0.0,   0.0,   2.4,  52.1,  47.9
Waltham - Waltham Public Schools Dual Language Program,03080001,   2.5,   2.5,  68.4,  25.3,   0.0,   0.0,   1.3,  60.8,  39.2
Waltham - Waltham Sr High,03080505,  11.3,   4.7,  41.0,  40.3,   0.2,   0.2,   2.3,  54.2,  45.8
Waltham - William F. Stanley Elementary School,03080005,   6.9,   8.1,  45.4,  38.2,   0.0,   0.0,   1.4,  54.4,  45.6
Ware - Stanley M Koziol Elementary School,03090020,   0.7,   0.5,   5.8,  88.6,   0.0,   0.0,   4.4,  50.2,  49.8
Ware - Ware Junior/Senior High School,03090505,   2.6,   0.9,   7.7,  84.5,   0.2,   0.6,   3.4,  50.2,  49.8
Ware - Ware Middle School,03090305,   2.4,   0.0,   6.3,  86.6,   0.0,   0.3,   4.5,  49.3,  50.7
Wareham - John William Decas,03100003,   6.2,   0.7,   7.8,  71.9,   1.6,   0.0,  11.8,  50.8,  49.2
Wareham - Minot Forest,03100017,   8.8,   1.4,   6.5,  71.6,   0.6,   0.0,  11.0,  50.4,  49.6
Wareham - Wareham Cooperative Alternative School,03100315,   7.9,   0.0,   9.5,  77.8,   0.0,   0.0,   4.8,  60.3,  39.7
Wareham - Wareham Middle,03100305,   7.6,   0.6,   6.2,  76.2,   1.0,   0.1,   8.4,  52.2,  47.8
Wareham - Wareham Senior High,03100505,   8.7,   2.2,   7.6,  69.4,   1.5,   0.2,  10.3,  52.8,  47.2
Watertown - Cunniff,03140015,   3.6,   8.8,  16.9,  67.4,   0.3,   0.0,   2.9,  53.4,  46.6
Watertown - Hosmer,03140020,   3.4,   9.2,  14.6,  64.1,   0.4,   0.1,   8.1,  51.4,  48.6
Watertown - James Russell Lowell,03140025,   2.4,   8.9,  13.9,  67.1,   0.2,   0.0,   7.4,  50.4,  49.6
Watertown - Watertown High,03140505,   3.9,   6.7,  15.4,  70.3,   1.0,   0.0,   2.7,  49.3,  50.7
Watertown - Watertown Middle,03140305,   4.9,   8.7,  14.4,  66.4,   0.4,   0.2,   4.9,  50.7,  49.3
Wayland - Claypit Hill School,03150005,   5.4,  10.9,   4.4,  73.4,   0.0,   0.6,   5.4,  49.3,  50.7
Wayland - Happy Hollow School,03150015,   5.7,  14.5,   4.7,  68.9,   0.0,   0.3,   6.0,  53.9,  46.1
Wayland - Loker School,03150020,   4.3,  20.3,   4.6,  66.2,   0.0,   0.4,   4.3,  54.8,  45.2
Wayland - Wayland High School,03150505,   4.7,  16.0,   4.4,  69.3,   0.0,   0.1,   5.5,  52.0,  48.0
Wayland - Wayland Middle School,03150305,   6.1,  17.7,   3.8,  66.2,   0.0,   0.2,   6.0,  49.9,  50.1
Webster - Bartlett High School,03160505,   3.9,   2.7,  21.2,  64.7,   0.0,   0.0,   7.5,  54.7,  45.3
Webster - Park Avenue Elementary,03160015,   4.2,   1.3,  27.1,  61.2,   0.4,   0.1,   5.7,  53.8,  46.2
Webster - Webster Middle School,03160315,   6.1,   2.5,  26.3,  57.6,   0.0,   0.5,   7.0,  45.3,  54.7
Wellesley - Ernest F Upham,03170050,   3.4,  10.2,   1.7,  80.5,   0.0,   0.0,   4.2,  53.0,  47.0
Wellesley - Hunnewell,03170025,   3.6,   5.2,   4.8,  76.2,   0.0,   0.0,  10.1,  48.8,  51.2
Wellesley - John D Hardy,03170020,   2.4,  24.4,   6.1,  57.3,   0.0,   0.0,   9.8,  50.2,  49.5
Wellesley - Joseph E Fiske,03170015,   3.0,  21.6,   7.8,  60.8,   0.3,   0.0,   6.5,  48.2,  51.8
Wellesley - Katharine Lee Bates,03170005,   4.0,   8.1,   2.7,  78.5,   0.0,   0.0,   6.7,  44.9,  55.1
Wellesley - Schofield,03170045,   5.6,  16.2,   4.5,  65.5,   0.3,   0.0,   8.0,  46.2,  53.8
Wellesley - Sprague Elementary School,03170048,   3.9,  17.0,   5.5,  62.4,   0.0,   0.0,  11.2,  52.0,  48.0
Wellesley - Wellesley Middle,03170305,   3.5,  12.1,   6.0,  72.3,   0.0,   0.0,   6.1,  50.9,  49.1
Wellesley - Wellesley Sr High,03170505,   5.1,  12.2,   4.5,  73.3,   0.0,   0.1,   4.8,  49.0,  51.0
Wellfleet - Wellfleet Elementary,03180005,   0.9,   1.8,   5.4,  83.9,   0.0,   0.0,   8.0,  50.0,  50.0
West Boylston - Major Edwards Elementary,03220005,   2.4,   2.6,  12.1,  77.0,   0.0,   0.0,   5.9,  49.9,  50.1
West Boylston - West Boylston Junior/Senior High,03220505,   2.1,   1.0,   8.4,  85.4,   0.2,   0.0,   2.9,  47.5,  52.5
West Bridgewater - Howard School,03230305,   5.9,   0.7,   2.4,  83.0,   0.7,   0.3,   6.9,  46.5,  53.5
West Bridgewater - Rose L Macdonald,03230003,   4.9,   1.2,   2.4,  87.9,   0.0,   0.0,   3.6,  50.6,  49.4
West Bridgewater - Spring Street School,03230005,   1.4,   1.4,   5.7,  84.4,   0.0,   0.0,   7.1,  54.6,  45.4
West Bridgewater - West Bridgewater Junior/Senior,03230505,   4.2,   1.1,   2.9,  89.5,   0.2,   0.2,   2.1,  47.4,  52.6
West Springfield - 21st Century Skills Academy,03320515,   0.0,   0.0,  25.0,  75.0,   0.0,   0.0,   0.0,  50.0,  50.0
West Springfield - Cowing Early Childhood,03320001,   7.4,  10.7,  19.7,  58.2,   0.0,   0.0,   4.1,  60.7,  39.3
West Springfield - John Ashley,03320005,   1.7,   6.4,  17.9,  70.9,   0.0,   0.0,   3.0,  46.2,  53.8
West Springfield - John R Fausey,03320010,   3.5,   5.0,  16.3,  70.9,   0.2,   0.2,   3.9,  52.2,  47.8
West Springfield - Memorial,03320025,   4.6,   9.6,  27.6,  54.0,   0.0,   0.0,   4.2,  55.6,  44.4
West Springfield - Mittineague,03320030,   4.3,   1.2,  18.6,  71.4,   0.0,   0.0,   4.3,  44.7,  55.3
West Springfield - Philip G Coburn,03320007,   5.4,  15.8,  16.0,  60.0,   0.0,   0.0,   2.7,  48.3,  51.7
West Springfield - Tatham,03320040,   0.8,   2.9,   8.4,  83.3,   0.0,   0.0,   4.6,  48.5,  51.5
West Springfield - West Springfield High,03320505,   3.7,   7.3,  16.5,  70.7,   0.0,   0.0,   1.8,  51.5,  48.5
West Springfield - West Springfield Middle,03320305,   3.3,   7.2,  18.7,  68.4,   0.2,   0.0,   2.1,  54.3,  45.7
Westborough - Annie E Fales,03210010,   0.6,  38.5,   3.0,  53.8,   0.6,   0.0,   3.6,  48.5,  51.5
Westborough - Elsie A Hastings Elementary,03210025,   1.6,  45.6,  10.2,  40.2,   0.2,   0.0,   2.2,  50.6,  49.4
Westborough - J Harding Armstrong,03210005,   2.4,  41.0,   5.2,  49.5,   0.0,   0.0,   1.9,  54.0,  46.0
Westborough - Mill Pond School,03210045,   2.0,  34.5,   5.7,  54.9,   0.0,   0.1,   2.8,  48.2,  51.8
Westborough - Sarah W Gibbons Middle,03210305,   1.2,  29.2,   6.7,  58.2,   0.0,   0.0,   4.8,  51.7,  48.3
Westborough - Westborough High,03210505,   2.4,  22.3,   4.6,  68.0,   0.0,   0.1,   2.7,  50.8,  49.2
Westfield - Abner Gibbs,03250020,   4.0,   8.1,  18.4,  66.4,   0.0,   0.0,   3.1,  48.0,  52.0
Westfield - Fort Meadow Early Childhood Center,03250003,   0.5,   8.7,  23.0,  66.3,   0.0,   0.0,   1.5,  60.7,  39.3
Westfield - Franklin Ave,03250015,   4.4,   3.2,  30.2,  60.1,   0.4,   0.0,   1.6,  48.0,  52.0
Westfield - Highland,03250025,   2.4,   8.6,  14.5,  73.2,   0.0,   0.0,   1.3,  53.9,  46.1
Westfield - Munger Hill,03250033,   2.9,   1.8,  10.8,  82.3,   0.3,   0.0,   1.8,  50.4,  49.6
Westfield - North Middle School,03250305,   1.6,   1.9,  11.4,  82.0,   0.0,   0.1,   3.0,  50.4,  49.6
Westfield - Paper Mill,03250036,   3.2,   0.5,  23.1,  69.2,   0.2,   0.2,   3.6,  52.4,  47.6
Westfield - Russell Elementary School,03250055,   2.5,   0.6,   6.8,  89.4,   0.0,   0.0,   0.6,  52.8,  47.2
Westfield - South Middle School,03250310,   2.2,   3.4,  17.5,  76.4,   0.0,   0.0,   0.5,  52.9,  47.1
Westfield - Southampton Road,03250040,   0.9,   2.1,  11.3,  82.4,   0.0,   0.0,   3.3,  49.6,  50.4
Westfield - Westfield High,03250505,   2.6,   3.8,  12.5,  79.2,   0.2,   0.0,   1.7,  46.0,  53.9
Westfield - Westfield Technical Academy,03250605,   1.8,   1.1,   7.6,  87.4,   0.2,   0.2,   1.7,  62.8,  37.2
Westford - Abbot Elementary,03260004,   0.3,  19.1,   1.4,  76.3,   0.0,   0.0,   3.0,  49.6,  50.4
Westford - Blanchard Middle,03260310,   0.8,  30.0,   1.4,  66.1,   0.2,   0.2,   1.4,  52.7,  47.3
Westford - Col John Robinson,03260025,   1.0,  26.8,   0.7,  69.1,   0.0,   0.0,   2.4,  51.5,  48.5
Westford - Day Elementary,03260007,   1.1,  38.8,   1.7,  53.7,   0.0,   0.0,   4.8,  50.3,  49.7
Westford - John A. Crisafulli Elementary School,03260045,   2.3,  27.7,   2.6,  62.1,   0.0,   0.0,   5.2,  47.2,  52.8
Westford - Millennium Elementary,03260013,   2.7,  34.5,   2.7,  52.7,   0.0,   0.0,   7.3,  59.1,  40.9
Westford - Nabnasset,03260015,   0.3,  21.9,   2.4,  71.1,   0.0,   0.0,   4.3,  52.0,  48.0
Westford - Rita E. Miller Elementary School,03260055,   0.9,  31.0,   3.7,  57.7,   0.0,   0.0,   6.7,  49.4,  50.6
Westford - Stony Brook School,03260330,   1.1,  26.6,   0.6,  68.9,   0.0,   0.0,   2.8,  52.4,  47.6
Westford - Westford Academy,03260505,   0.8,  21.3,   1.5,  72.7,   0.0,   0.0,   3.7,  50.7,  49.3
Westhampton - Westhampton Elementary School,03270005,   0.0,   0.8,   4.1,  93.4,   0.0,   0.0,   1.6,  53.3,  46.7
Weston - Country,03300010,   6.3,  15.9,  11.3,  59.3,   0.0,   0.0,   7.3,  45.0,  55.0
Weston - Field Elementary School,03300012,   7.7,  15.4,   7.4,  63.1,   0.0,   0.0,   6.5,  52.9,  47.1
Weston - Weston High,03300505,   6.1,  16.9,   5.0,  66.9,   0.4,   0.0,   4.8,  52.4,  47.6
Weston - Weston Middle,03300305,   6.4,  16.5,   4.1,  67.6,   0.4,   0.0,   5.0,  49.8,  50.2
Weston - Woodland,03300015,   5.7,  14.4,   6.4,  70.8,   0.0,   0.3,   2.3,  52.7,  47.3
Westport - Alice A Macomber,03310015,   0.8,   0.0,   2.7,  92.5,   0.0,   0.0,   4.0,  54.7,  45.3
Westport - Westport Elementary,03310030,   0.0,   0.4,   3.9,  89.2,   0.2,   0.0,   6.3,  53.8,  46.2
Westport - Westport Junior/Senior High School,03310515,   0.7,   1.5,   2.7,  91.1,   0.5,   0.0,   3.5,  54.9,  45.1
Westwood - Deerfield School,03350010,   1.0,   9.0,   5.0,  78.0,   0.0,   0.0,   7.0,  60.0,  40.0
Westwood - Downey,03350012,   0.4,  17.2,   3.2,  74.4,   0.4,   0.0,   4.4,  57.6,  42.4
Westwood - E W Thurston Middle,03350305,   4.0,  11.1,   3.9,  77.8,   0.0,   0.0,   3.2,  49.6,  50.4
Westwood - Martha Jones,03350017,   0.7,  10.2,   3.4,  80.9,   0.0,   0.0,   4.8,  50.5,  49.5
Westwood - Paul Hanlon,03350015,   0.9,  13.6,   3.6,  78.6,   0.0,   0.0,   3.2,  52.3,  47.7
Westwood - Westwood High,03350505,   3.3,   6.5,   2.4,  86.2,   0.0,   0.0,   1.6,  46.4,  53.5
Westwood - Westwood Integrated Preschool,03350050,   0.0,  15.2,   6.5,  71.7,   0.0,   0.0,   6.5,  71.7,  28.3
Westwood - William E Sheehan,03350025,   0.6,   6.3,   4.7,  83.3,   0.0,   0.0,   5.0,  52.2,  47.8
Weymouth - Abigail Adams Middle School,03360310,   7.2,   4.3,  10.0,  74.7,   0.3,   0.1,   3.3,  48.9,  51.1
Weymouth - Academy Avenue,03360005,   3.6,   7.2,  10.1,  74.9,   0.0,   0.0,   4.2,  51.5,  48.5
Weymouth - Frederick C Murphy,03360050,   6.5,   1.2,   8.9,  76.0,   0.0,   0.0,   7.3,  52.4,  47.6
Weymouth - Johnson Early Childhood Center,03360003,   4.7,  13.5,   6.7,  69.9,   0.5,   0.0,   4.7,  56.5,  43.5
Weymouth - Lawrence W Pingree,03360065,   5.7,   4.7,   5.2,  79.8,   0.5,   0.0,   4.1,  46.6,  53.4
Weymouth - Maria Weston Chapman Middle School,03360020,   6.1,   4.9,   7.3,  77.4,   0.2,   0.2,   3.9,  52.8,  47.1
Weymouth - Ralph Talbot,03360085,   7.3,   8.9,  10.5,  71.0,   0.0,   0.4,   2.0,  55.2,  44.8
Weymouth - Thomas V Nash,03360060,   4.4,   4.9,   5.9,  80.3,   0.0,   0.0,   4.4,  43.3,  56.7
Weymouth - Thomas W. Hamilton Primary School,03360105,   3.4,  12.3,  11.4,  66.7,   1.1,   0.0,   5.1,  50.4,  49.6
Weymouth - Wessagusset,03360110,   1.8,   5.7,   7.2,  80.3,   0.4,   0.0,   4.7,  53.8,  46.2
Weymouth - Weymouth High School,03360505,   5.2,   4.9,   7.9,  79.2,   0.1,   0.0,   2.7,  51.5,  48.5
Weymouth - William Seach,03360080,  20.1,   9.4,  16.4,  48.4,   0.3,   0.0,   5.3,  52.2,  47.8
Whately - Whately Elementary,03370005,   0.0,   0.7,   5.7,  90.0,   0.0,   0.0,   3.6,  48.6,  51.4
Whitman-Hanson - Hanson Middle School,07800315,   1.0,   0.8,   2.5,  94.7,   0.0,   0.0,   1.0,  56.0,  44.0
Whitman-Hanson - Indian Head,07800035,   0.3,   1.2,   4.3,  92.3,   0.3,   0.0,   1.5,  50.9,  49.1
Whitman-Hanson - John H Duval,07800030,   1.4,   1.6,   7.0,  86.0,   0.2,   0.2,   3.6,  50.0,  50.0
Whitman-Hanson - Louise A Conley,07800010,   3.2,   0.9,   5.7,  87.0,   0.9,   0.0,   2.3,  49.6,  50.4
Whitman-Hanson - Maquan Elementary,07800025,   1.1,   0.7,   3.9,  89.9,   0.2,   0.0,   4.1,  55.5,  44.5
Whitman-Hanson - Whitman Hanson Regional,07800505,   2.2,   1.4,   2.8,  90.7,   0.3,   0.2,   2.4,  47.8,  52.2
Whitman-Hanson - Whitman Middle,07800310,   4.2,   1.0,   5.6,  85.2,   0.9,   0.2,   3.0,  56.9,  43.1
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,   1.4,   1.0,  18.9,  75.3,   0.2,   0.0,   3.1,  54.5,  45.5
Williamsburg - Anne T. Dunphy School,03400020,   1.8,   1.2,   3.7,  93.3,   0.0,   0.0,   0.0,  49.7,  50.3
Williamstown - Williamstown Elementary,03410010,   1.8,   3.3,   6.3,  80.5,   0.0,   0.0,   8.1,  52.3,  47.7
Wilmington - Boutwell,03420005,   0.6,   8.1,   3.8,  84.4,   0.0,   0.0,   3.1,  47.5,  52.5
Wilmington - North Intermediate,03420060,   1.0,   3.0,   1.7,  90.8,   0.0,   0.0,   3.6,  51.8,  48.2
Wilmington - Shawsheen Elementary,03420025,   1.7,   5.8,   6.1,  82.9,   0.0,   0.0,   3.5,  51.0,  49.0
Wilmington - West Intermediate,03420080,   0.8,   6.1,   9.3,  81.4,   0.0,   0.0,   2.4,  50.2,  49.8
Wilmington - Wildwood,03420015,   3.1,   4.1,   2.6,  86.6,   0.0,   0.5,   3.1,  53.6,  46.4
Wilmington - Wilmington High,03420505,   2.3,   5.9,   3.2,  86.0,   0.1,   0.1,   2.3,  49.0,  51.0
Wilmington - Wilmington Middle School,03420330,   1.7,   3.1,   4.2,  87.4,   0.2,   0.0,   3.3,  52.5,  47.5
Wilmington - Woburn Street,03420020,   2.1,   5.0,   3.7,  85.4,   0.3,   0.0,   3.7,  51.4,  48.6
Winchendon - Memorial,03430040,   0.7,   2.0,   4.2,  87.6,   0.0,   0.0,   5.5,  55.4,  44.6
Winchendon - Murdock Academy for Success,03430405,   0.0,   0.0,   6.9,  86.2,   0.0,   0.0,   6.9,  58.6,  41.4
Winchendon - Murdock High School,03430515,   1.6,   3.0,   8.2,  83.9,   0.7,   0.0,   2.6,  52.6,  47.4
Winchendon - Murdock Middle School,03430315,   1.8,   2.6,   7.7,  83.2,   0.4,   0.0,   4.4,  52.4,  47.6
Winchendon - Toy Town Elementary,03430050,   2.0,   4.1,   7.1,  83.3,   0.0,   0.3,   3.1,  53.4,  46.6
Winchendon - Winchendon PreSchool Program,03430010,   1.3,   0.0,   1.3,  94.9,   0.0,   0.0,   2.5,  50.6,  49.4
Winchester - Ambrose Elementary,03440045,   0.2,   5.0,   1.7,  90.0,   0.0,   0.0,   3.1,  54.2,  45.8
Winchester - Lincoln Elementary,03440005,   1.0,   9.7,   3.0,  78.2,   0.0,   0.0,   8.2,  49.1,  50.9
Winchester - Lynch Elementary,03440020,   2.0,  26.5,   5.2,  60.6,   0.0,   0.0,   5.7,  53.7,  46.3
Winchester - McCall Middle,03440305,   0.9,  17.1,   3.7,  73.8,   0.4,   0.1,   4.1,  49.3,  50.7
Winchester - Muraco Elementary,03440040,   0.8,  23.9,   0.8,  66.7,   0.3,   0.0,   7.6,  50.9,  49.1
Winchester - Vinson-Owen Elementary,03440025,   0.2,  19.3,   3.1,  69.2,   0.0,   0.0,   8.1,  50.5,  49.5
Winchester - Winchester High School,03440505,   1.6,  16.8,   4.1,  73.9,   0.1,   0.0,   3.5,  50.0,  50.0
Winthrop - Arthur T. Cummings Elementary School,03460020,   2.0,   0.4,  16.7,  78.9,   0.2,   0.0,   1.8,  53.1,  46.9
Winthrop - William P. Gorman/Fort Banks Elementary,03460015,   0.6,   0.6,  14.9,  81.7,   0.0,   0.0,   2.1,  48.2,  51.8
Winthrop - Winthrop High School,03460505,   1.6,   1.8,  12.8,  80.8,   0.5,   0.0,   2.4,  50.6,  49.4
Winthrop - Winthrop Middle School,03460305,   0.4,   1.0,  17.2,  79.7,   0.0,   0.0,   1.7,  54.4,  45.6
Woburn - Clyde Reeves,03470040,   7.2,   5.6,   4.7,  77.9,   0.2,   0.0,   4.4,  49.0,  51.0
Woburn - Daniel L Joyce Middle School,03470410,   6.1,   4.8,   8.8,  76.9,   0.6,   0.2,   2.7,  50.2,  49.8
Woburn - Daniel P Hurld,03470020,   2.3,   5.1,   1.9,  89.3,   0.0,   0.0,   1.4,  48.8,  51.2
Woburn - Goodyear Elementary School,03470005,   8.8,   3.9,   5.5,  76.2,   1.0,   0.3,   4.2,  56.0,  44.0
Woburn - John F Kennedy Middle School,03470405,   6.4,   7.5,   9.1,  74.1,   0.8,   0.0,   2.1,  46.6,  53.4
Woburn - Linscott-Rumford,03470025,   9.2,  18.8,   4.3,  62.8,   0.5,   0.0,   4.3,  44.9,  55.1
Woburn - Malcolm White,03470055,   6.8,   4.3,  10.5,  72.2,   0.9,   0.3,   4.9,  44.8,  55.2
Woburn - Mary D Altavesta,03470065,  11.7,  21.0,  14.5,  45.6,   2.4,   0.8,   4.0,  54.0,  46.0
Woburn - Shamrock,03470043,  10.8,   5.5,  14.6,  64.9,   0.3,   0.0,   3.9,  51.9,  48.1
Woburn - Woburn High,03470505,   7.2,   6.0,  12.5,  72.8,   0.1,   0.1,   1.4,  49.2,  50.8
Woburn - Wyman,03470060,   1.1,   9.3,   9.3,  78.0,   0.0,   0.0,   2.2,  47.8,  52.2
Worcester - Belmont Street Community,03480020,  21.3,   7.2,  49.2,  18.2,   0.2,   0.0,   3.8,  52.8,  47.2
Worcester - Burncoat Middle School,03480405,  15.6,   3.7,  42.2,  32.9,   0.0,   0.0,   5.6,  49.9,  50.1
Worcester - Burncoat Senior High,03480503,  19.1,   5.4,  40.5,  30.3,   0.1,   0.0,   4.5,  51.3,  48.7
Worcester - Burncoat Street,03480035,  16.7,   3.4,  50.9,  24.9,   0.0,   0.0,   4.1,  52.9,  47.1
Worcester - Canterbury,03480045,  12.2,  15.2,  52.9,  16.8,   0.5,   0.0,   2.4,  54.3,  45.7
Worcester - Chandler Elementary Community,03480050,  14.0,   7.6,  61.8,  14.2,   0.0,   0.0,   2.4,  54.4,  45.6
Worcester - Chandler Magnet,03480052,   3.2,   4.1,  77.4,  13.6,   0.0,   0.0,   1.6,  47.2,  52.8
Worcester - City View,03480053,  15.2,   3.8,  51.5,  24.9,   0.0,   0.0,   4.6,  52.1,  47.9
Worcester - Claremont Academy,03480350,   8.7,   8.5,  75.2,   6.5,   0.0,   0.0,   1.1,  50.5,  49.5
Worcester - Clark St Community,03480055,  21.2,   3.8,  52.7,  17.7,   0.4,   0.0,   4.2,  51.5,  48.5
Worcester - Columbus Park,03480060,  13.6,   9.3,  49.1,  23.9,   0.6,   0.0,   3.6,  54.8,  45.2
Worcester - Doherty Memorial High,03480512,  16.2,   7.5,  30.6,  41.2,   0.3,   0.0,   4.2,  54.1,  45.9
Worcester - Elm Park Community,03480095,  15.3,   2.1,  58.9,  20.8,   0.0,   0.0,   2.9,  56.2,  43.8
Worcester - Flagg Street,03480090,   5.9,   5.6,  12.5,  71.1,   0.0,   0.0,   4.9,  51.8,  48.2
Worcester - Forest Grove Middle,03480415,  12.5,   5.1,  35.4,  42.1,   0.1,   0.0,   4.8,  50.8,  49.2
Worcester - Francis J McGrath Elementary,03480177,  18.6,   4.2,  32.5,  37.1,   0.4,   0.0,   7.2,  50.6,  49.4
Worcester - Gates Lane,03480110,  17.2,  12.3,  37.6,  27.4,   0.4,   0.0,   5.1,  59.2,  40.8
Worcester - Goddard School/Science Technical,03480100,   9.0,  11.0,  61.9,  14.0,   0.9,   0.0,   3.2,  51.8,  48.2
Worcester - Grafton Street,03480115,  15.5,   7.2,  47.3,  25.3,   0.3,   0.0,   4.4,  51.4,  48.6
Worcester - Head Start,03480002,  20.2,   2.3,  54.8,  19.7,   0.0,   0.0,   3.0,  48.0,  52.0
Worcester - Heard Street,03480136,  11.8,  11.1,  26.7,  45.6,   0.3,   0.0,   4.4,  51.4,  48.6
Worcester - Jacob Hiatt Magnet,03480140,  28.8,   3.0,  51.4,  12.4,   0.0,   0.0,   4.5,  50.1,  49.9
Worcester - Lake View,03480145,  15.4,   9.5,  19.6,  50.2,   0.4,   0.0,   4.9,  51.6,  48.4
Worcester - Lincoln Street,03480160,  20.7,   3.7,  57.0,  14.4,   0.7,   0.0,   3.3,  51.1,  48.9
Worcester - May Street,03480175,  11.8,   8.6,  22.4,  46.9,   0.0,   0.3,  10.0,  49.3,  50.7
Worcester - Midland Street,03480185,   7.8,  10.4,  11.7,  60.9,   0.0,   0.0,   9.1,  52.2,  47.8
Worcester - Nelson Place,03480200,  10.3,   7.1,  17.2,  60.2,   0.0,   0.0,   5.2,  56.9,  43.1
Worcester - Norrback Avenue,03480202,  24.6,   3.4,  28.0,  39.4,   0.0,   0.0,   4.6,  53.2,  46.8
Worcester - North High,03480515,  22.4,   7.1,  48.1,  18.4,   0.3,   0.0,   3.6,  51.4,  48.6
Worcester - Quinsigamond,03480210,  20.8,   7.7,  39.3,  27.8,   0.1,   0.0,   4.3,  50.1,  49.9
Worcester - Rice Square,03480215,  16.9,   7.0,  43.3,  27.2,   0.0,   0.0,   5.6,  55.3,  44.7
Worcester - Roosevelt,03480220,  15.9,   4.9,  28.1,  46.4,   0.0,   0.1,   4.6,  48.7,  51.3
Worcester - South High Community,03480520,  16.0,  13.3,  45.1,  22.7,   0.1,   0.0,   2.8,  52.0,  48.0
Worcester - Sullivan Middle,03480423,  14.6,  10.8,  44.4,  25.7,   0.2,   0.0,   4.4,  51.7,  48.3
Worcester - Tatnuck,03480230,  19.4,   6.6,  23.0,  45.7,   0.0,   0.5,   4.8,  47.4,  52.6
Worcester - Thorndyke Road,03480235,  16.0,   5.5,  25.2,  49.3,   0.0,   0.0,   3.9,  51.7,  48.3
Worcester - Union Hill School,03480240,  11.9,   2.2,  58.4,  23.6,   0.2,   0.0,   3.7,  55.1,  44.9
Worcester - University Pk Campus School,03480285,  11.7,  23.0,  51.9,  10.0,   0.4,   0.0,   2.9,  53.6,  46.4
Worcester - Vernon Hill School,03480280,  21.3,   3.4,  46.6,  22.9,   0.0,   0.0,   5.8,  52.2,  47.8
Worcester - Wawecus Road School,03480026,   9.9,   5.9,  43.4,  36.2,   0.0,   0.0,   4.6,  48.0,  52.0
Worcester - West Tatnuck,03480260,   8.4,   5.7,  15.7,  63.0,   0.0,   0.0,   7.3,  49.5,  50.5
Worcester - Woodland Academy,03480030,   8.1,   8.4,  72.1,   9.1,   0.3,   0.0,   2.0,  50.2,  49.8
Worcester - Worcester Arts Magnet School,03480225,  17.1,   6.4,  19.6,  50.0,   0.0,   0.0,   6.9,  49.8,  50.2
Worcester - Worcester East Middle,03480420,  17.9,   6.2,  51.2,  20.8,   0.1,   0.0,   3.8,  50.2,  49.8
Worcester - Worcester Technical High,03480605,  16.3,   6.1,  37.1,  36.9,   0.1,   0.0,   3.6,  45.4,  54.6
Worthington - R. H. Conwell,03490010,   0.0,   0.0,   1.6,  93.5,   1.6,   0.0,   3.2,  38.7,  61.3
Wrentham - Charles E Roderick,03500010,   1.5,   2.4,   3.9,  88.4,   0.0,   0.0,   3.9,  55.6,  44.4
Wrentham - Delaney,03500003,   1.2,   3.3,   4.7,  85.2,   0.5,   0.2,   5.0,  48.8,  51.2
